customerID,Gender,Senior Citizen,Marital Status,Dependents,tenure in months,Priority Account,Credit Cards,Loan Account,Netbanking,Debit Card,MobileApp,TechSupport Availed,Zero Balance Account,FDs,Interest Deposited,Paperless Banking,Monthly Average Balance (USD),Yearly Average Balance (USD),Churn,Customer Feedback,Category,Recommendation
2798-NYLMZ,Male,0,Yes,No,71,Yes,Yes,top up loan,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,108.55,7616,No,The loan application process is too complicated.,Loans,
4208-UFFGW,Male,1,No,No,2,Yes,No,general loan,No,No,No,No,No,No,Month-to-month,No,44.95,85.15,Yes,The loan disbursement process is very slow.,Loans,
8645-KWHJO,Male,0,No,No,14,No,No,general loan,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,55,771.95,No,The minimum balance requirement for Current Accounts is too high.,Current Account,
6705-LXORM,Female,1,Yes,No,5,Yes,No,top up loan,No,No,No,No,No,No,Month-to-month,No,70.05,302.6,No,The fixed deposit maturity process is very efficient.,Fixed Deposit,
1480-BKXGA,Male,1,Yes,No,72,Yes,Yes,top up loan,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,116.05,8404.9,No,The customer service for Savings Accounts is very prompt.,Savings Account,
5192-EBGOV,Female,1,No,No,1,Yes,Yes,top up loan,No,No,No,No,Yes,No,Month-to-month,Yes,85.7,85.7,Yes,The Debit Card PIN reset process is very confusing.,Debit Card,
8229-MYEJZ,Female,0,No,No,10,Yes,No,general loan,No,Yes,No,No,No,No,Month-to-month,No,51.2,498.25,No,The loan processing time is too long.,Loans,
2545-LXYVJ,Male,0,Yes,No,72,Yes,No,No,No,No,No,No,No,No,Two year,No,20.7,1492.1,No,The ATM network is very reliable.,ATM Service,
0959-WHOKV,Male,0,No,No,42,Yes,Yes,top up loan,Yes,Yes,Yes,No,No,Yes,One year,Yes,99,4298.45,No,The minimum balance requirement for Current Accounts is too high.,Current Account,
2651-ZCBXV,Male,0,No,No,54,Yes,Yes,top up loan,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,108,5760.65,No,How do I get a Savings Account statement by post?,Savings Account,
6680-WKXRZ,Female,0,No,No,3,Yes,Yes,top up loan,No,No,No,No,No,No,Month-to-month,No,74.4,215.8,Yes,The branch is not accessible for disabled customers.,Branch Service,
0392-BZIUW,Female,0,Yes,No,72,Yes,Yes,top up loan,Yes,No,Yes,No,Yes,Yes,Two year,Yes,105,7589.8,No,Can I get a Loan for education?,Loans,
4640-UHDOS,Female,0,Yes,Yes,13,Yes,No,general loan,No,No,No,No,No,Yes,Month-to-month,No,55.95,734.35,Yes,I am not satisfied with the customer support for Credit Card issues.,Credit Cards,
6825-UYPFK,Female,0,No,No,23,Yes,Yes,top up loan,No,No,No,No,No,No,Month-to-month,No,75.6,1758.6,Yes,The branch is not accessible for disabled customers.,Branch Service,
4980-URKXC,Male,0,Yes,No,36,Yes,No,No,No,No,No,No,No,No,One year,No,20.85,720.05,No,My Debit Card PIN reset request was not processed correctly.,Debit Cards,
9244-ZVAPM,Male,0,No,No,1,Yes,No,general loan,No,No,No,No,No,No,Month-to-month,No,45.6,45.6,No,My Debit Card frequently gets declined at ATMs.,Debit Cards,
3091-FYHKI,Male,0,No,No,1,No,No,general loan,No,No,No,No,No,Yes,Month-to-month,Yes,35.45,35.45,Yes,The loan officers were not very knowledgeable.,Loans,
6432-TWQLB,Male,0,Yes,No,5,Yes,Yes,top up loan,No,Yes,No,Yes,No,No,Month-to-month,Yes,85.4,401.1,Yes,The Debit Card activation process is very slow.,Debit Card,
7310-EGVHZ,Male,0,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,20.2,20.2,No,The Credit Card complimentary insurance is very good.,Credit Card,
5149-CUZUJ,Male,0,Yes,Yes,28,Yes,No,top up loan,No,Yes,Yes,Yes,Yes,No,One year,No,92.9,2768.35,No,The customer service representatives for Credit Cards are very polite.,Credit Cards,
9867-JCZSP,Female,0,Yes,Yes,17,Yes,No,No,No,No,No,No,No,No,One year,No,20.75,418.25,No,The process of updating my contact information was very slow.,General,
1091-SOZGA,Female,0,Yes,Yes,56,Yes,Yes,top up loan,No,No,Yes,No,Yes,Yes,One year,Yes,99.8,5515.45,No,The loan prepayment charges are too high.,Loans,
5954-BDFSG,Female,0,No,No,72,Yes,Yes,top up loan,No,No,Yes,Yes,Yes,Yes,Two year,Yes,107.5,7853.7,No,My Debit Card is not working.,Debit Card,
8734-DKSTZ,Female,0,Yes,Yes,10,Yes,Yes,top up loan,No,No,No,No,No,Yes,Month-to-month,No,85.95,858.6,No,How do I get a Savings Account statement by email?,Savings Account,
7083-MIOPC,Female,0,No,No,72,Yes,No,No,No,No,No,No,No,No,Two year,No,20.25,1566.9,No,The bank's customer service is very responsive.,General,
7133-VBDCG,Female,0,No,No,25,Yes,No,top up loan,Yes,Yes,No,No,No,No,Month-to-month,Yes,79.85,2015.35,Yes,The Debit Card activation process is very slow.,Debit Card,
5940-AHUHD,Male,0,No,No,1,Yes,No,top up loan,No,No,No,No,No,No,Month-to-month,No,70.6,70.6,Yes,The loan processing fee is too high.,Loans,
7319-VENRZ,Male,0,No,No,7,Yes,No,general loan,No,No,Yes,Yes,Yes,No,Month-to-month,No,64.3,445.95,No,I am satisfied with the easy online access to my Savings Account.,Savings Account,
7825-ECJRF,Female,0,No,No,19,Yes,No,top up loan,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,106.6,1934.45,Yes,The branch does not have enough seating.,Branch Service,
4697-LUPSU,Male,0,Yes,Yes,2,Yes,No,No,No,No,No,No,No,No,One year,No,20.2,34.75,No,How do I transfer my Current Account to another branch?,Current Account,
5997-OPVFA,Male,0,Yes,No,72,Yes,Yes,general loan,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,89.05,6254.45,No,How do I apply for a new Credit Card?,Credit Cards,
0556-FJEGU,Male,0,No,No,58,Yes,No,general loan,No,Yes,Yes,Yes,Yes,No,Two year,No,70.1,4048.95,No,Can I link my Current Account to multiple businesses?,Current Account,
2868-SNELZ,Female,0,No,No,2,Yes,Yes,top up loan,No,No,Yes,No,No,No,Month-to-month,No,80.6,155.8,Yes,The Debit Card activation process is very slow.,Debit Card,
3966-HRMZA,Female,1,No,No,3,Yes,No,top up loan,No,No,Yes,No,No,No,Month-to-month,No,75.05,202.9,No,The online banking customer support is very helpful.,Online Banking,
3935-TBRZZ,Male,0,Yes,Yes,44,Yes,Yes,No,No,No,No,No,No,No,One year,No,25.7,1110.5,No,I faced difficulty in getting my Credit Card activated.,Credit Cards,
0221-WMXNQ,Male,1,No,No,4,Yes,No,top up loan,Yes,No,No,No,No,No,Month-to-month,No,75.35,273.4,No,The interest rates on my Savings Account are too low.,Savings Account,
1536-HBSWP,Female,0,No,No,1,Yes,No,general loan,No,No,No,Yes,No,No,Month-to-month,Yes,49.9,49.9,No,The Credit Card fraud detection system works very well.,Credit Cards,
7892-POOKP,Female,0,Yes,No,28,Yes,Yes,top up loan,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,104.8,3046.05,Yes,The ATM network is very unreliable.,ATM Service,
7639-LIAYI,Male,0,No,No,52,Yes,Yes,general loan,Yes,No,No,Yes,Yes,Yes,Two year,Yes,79.75,4217.8,No,The loan repayment process is very confusing.,Loans,
5726-CVNYA,Female,0,Yes,Yes,8,Yes,No,No,No,No,No,No,No,No,Two year,Yes,19.85,146.6,No,The fixed deposit maturity process is very smooth.,Fixed Deposit,
4750-ZRXIU,Female,1,No,No,4,Yes,Yes,top up loan,No,No,No,No,No,Yes,Month-to-month,Yes,84.6,360.1,Yes,The Savings Account minimum balance requirement is too high.,Savings Account,
4220-TINQT,Female,0,Yes,No,61,Yes,Yes,top up loan,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,106.35,6751.35,No,The ATM fees are too high.,ATM Service,
3655-SNQYZ,Female,0,Yes,Yes,69,Yes,Yes,top up loan,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,113.25,7895.15,No,The Current Account statement is very easy to access.,Current Account,
6549-YMFAW,Male,1,Yes,No,9,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,21.25,204.55,No,The mobile banking app does not support multiple accounts.,Mobile Banking,
3363-DTIVD,Male,0,Yes,Yes,71,Yes,Yes,top up loan,Yes,No,Yes,No,Yes,Yes,Two year,No,105.55,7405.5,No,Are there any transaction fees for Current Accounts?,Current Account,
9408-SSNVZ,Female,0,No,No,4,Yes,No,top up loan,No,No,No,No,No,No,Month-to-month,Yes,70.15,268.35,Yes,The Debit Card is not accepted at many places.,Debit Card,
5949-XIKAE,Female,0,Yes,Yes,8,Yes,No,top up loan,No,Yes,No,No,Yes,No,Month-to-month,Yes,83.55,680.05,Yes,I am not happy with the service at the branch.,Branch Service,
4827-USJHP,Male,0,No,No,20,Yes,No,general loan,No,Yes,No,No,No,No,Month-to-month,Yes,51.8,1023.85,No,The Debit Card delivery is very delayed.,Debit Card,
5919-TMRGD,Female,0,No,Yes,1,Yes,No,top up loan,No,No,No,No,,No,Month-to-month,Yes,79.35,79.35,Yes,The bank's helpline is always busy.,General,
2024-BASKD,Female,0,No,No,1,Yes,No,top up loan,No,No,Yes,No,No,No,Month-to-month,Yes,74.6,74.6,Yes,The loan documentation process is very complicated.,Loans,
4952-YSOGZ,Female,0,Yes,Yes,4,Yes,Yes,top up loan,No,No,No,No,No,Yes,Month-to-month,Yes,85.95,381.3,Yes,The Debit Card is not accepted at many places.,Debit Card,
6923-JHPMP,Female,0,No,No,2,Yes,No,top up loan,Yes,No,Yes,No,No,No,Month-to-month,Yes,80.45,137.1,No,The online application process for Credit Cards is very easy.,Credit Cards,
4671-VJLCL,Female,0,No,No,63,Yes,Yes,general loan,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,79.85,4861.45,No,The Savings Account interest rates are very competitive.,Savings Account,
5148-HKFIR,Female,0,No,No,20,Yes,No,No,No,No,No,No,No,No,Two year,No,19.7,406.95,No,The branch staff are very courteous and helpful.,Branch Service,
5993-BQHEA,Male,0,No,No,12,Yes,No,No,No,No,No,No,No,No,One year,No,20.05,267,No,The online banking security features are excellent.,Online Banking,
6621-YOBKI,Male,0,No,No,5,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,20.35,92.75,No,The loan interest rates are not competitive.,Loans,
0533-BNWKF,Female,1,Yes,No,55,Yes,Yes,top up loan,No,Yes,Yes,No,No,No,Month-to-month,Yes,85.45,4874.7,Yes,The ATM withdrawal limit is too low.,ATM Service,
0256-LTHVJ,Female,0,Yes,Yes,28,Yes,No,top up loan,No,No,No,No,No,Yes,Month-to-month,Yes,81.05,2227.1,Yes,The Savings Account interest rates are too low.,Savings Account,
2604-XVDAM,Female,0,No,No,12,Yes,No,general loan,No,No,No,No,No,No,Month-to-month,No,43.8,540.95,No,The fixed deposit renewal process is very easy.,Fixed Deposit,
1215-FIGMP,Male,0,No,No,60,Yes,Yes,top up loan,No,Yes,No,No,Yes,No,Month-to-month,Yes,89.9,5450.7,No,The Debit Card was delivered quickly.,Debit Card,
8937-RDTHP,Male,0,No,No,1,Yes,No,top up loan,Yes,No,No,No,No,Yes,Month-to-month,Yes,84.6,84.6,Yes,The online banking system is often down.,Online Banking,
0214-JHPFW,Female,0,Yes,No,70,No,No,general loan,No,Yes,Yes,Yes,Yes,Yes,Two year,No,57.8,4039.3,No,How do I order new checks for my account?,General,
8204-YJCLA,Male,1,Yes,Yes,72,No,No,general loan,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,64.8,4732.35,No,I faced several issues while transferring money from my Current Account.,Current Account,
8191-XWSZG,Female,0,No,No,52,Yes,No,No,No,No,No,No,No,No,One year,No,20.65,1022.95,No,The loan documentation process is very complicated.,Loans,
5651-YLPRD,Female,0,Yes,Yes,32,Yes,No,top up loan,No,Yes,No,No,Yes,No,Month-to-month,Yes,86.1,2723.75,No,The Current Account online services are very reliable.,Current Account,
8981-FJGLA,Male,0,No,Yes,11,Yes,Yes,top up loan,No,No,Yes,No,No,No,Month-to-month,Yes,78,851.8,No,The Current Account charges are too high.,Current Account,
7277-KAMWT,Male,0,No,No,13,Yes,No,No,No,No,No,No,No,No,Two year,No,20,268.45,No,I am happy with the friendly customer support.,Customer Support,
5495-GPSRW,Male,0,No,No,20,Yes,No,No,No,No,No,No,No,No,Two year,Yes,19.7,419.4,No,I had issues with unauthorized charges on my Credit Card.,Credit Cards,
5240-CAOYT,Female,0,No,No,57,Yes,Yes,top up loan,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,87.55,4884.85,No,The bank's website is very difficult to navigate.,General,
3597-MVHJT,Female,0,No,No,27,Yes,Yes,top up loan,No,No,No,No,Yes,Yes,Month-to-month,Yes,95.6,2595.25,No,My Credit Card is expiring soon.,Credit Card,
1010-DIAUQ,Male,0,No,No,5,Yes,No,top up loan,No,No,Yes,No,Yes,Yes,Month-to-month,No,96.5,492.55,Yes,The loan processing time is too long.,Loans,
8705-WZCYL,Male,0,No,No,1,Yes,No,general loan,No,No,No,No,No,No,Month-to-month,Yes,44.8,44.8,No,The branch staff are very courteous and helpful.,Branch Service,
0557-ASKVU,Female,0,Yes,Yes,18,Yes,No,general loan,No,No,Yes,Yes,No,No,One year,Yes,54.4,957.1,No,The branch is always very crowded.,Branch Service,
1450-GALXR,Female,0,No,No,10,Yes,Yes,top up loan,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,98.5,1058.25,Yes,The branch staff are not helpful.,Branch Service,
5716-EZXZN,Female,0,Yes,Yes,65,Yes,Yes,top up loan,Yes,Yes,No,Yes,Yes,No,Two year,Yes,99.05,6416.7,No,Can I get overdraft protection for my Current Account?,Current Account,
9576-ANLXO,Female,0,No,No,3,Yes,No,top up loan,No,No,No,No,No,No,Month-to-month,Yes,69.55,222.3,Yes,My Savings Account was closed without proper notification.,Savings Account,
8388-FYNPZ,Male,0,No,No,4,Yes,No,general loan,Yes,No,Yes,No,No,No,Month-to-month,No,56.75,245.15,No,The branch is always very crowded.,Branch Service,
4315-MURBD,Female,0,No,No,12,Yes,No,top up loan,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,98.9,1120.95,Yes,The loan application process is very complicated.,Loans,
2135-RXIHG,Male,0,No,No,1,Yes,No,general loan,No,No,No,No,No,No,Month-to-month,Yes,45.65,45.65,Yes,The loan application process is very complicated.,Loans,
0177-PXBAT,Male,1,Yes,No,33,Yes,Yes,top up loan,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,109.9,3694.7,No,The fixed deposit renewal process is very easy.,Fixed Deposit,
6169-PPETC,Male,0,Yes,Yes,35,Yes,No,No,No,No,No,No,No,No,Two year,,20.5,759.35,No,The customer service for Debit Cards is very helpful.,Debit Cards,
4718-DHSMV,Female,0,No,No,11,No,No,general loan,No,No,No,No,Yes,No,Month-to-month,Yes,35.8,363.15,No,The customer service representatives for Credit Cards are very polite.,Credit Cards,
8606-CIQUL,Male,1,Yes,Yes,72,Yes,Yes,top up loan,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,115.75,8399.15,No,The mobile app does not have biometric login.,Mobile Banking,
3146-MSEGF,Female,1,Yes,Yes,72,Yes,Yes,general loan,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,88.05,6425.65,No,The Credit Card cashback offers are very good.,Credit Card,
0822-GAVAP,Female,0,No,No,2,No,No,general loan,No,No,No,No,No,Yes,Month-to-month,Yes,34.7,62.25,Yes,The mobile app is very slow and crashes often.,Mobile Banking,
4335-BSMJS,Female,0,No,No,62,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,25.8,1563.95,No,The Debit Card delivery is very delayed.,Debit Card,
6865-JZNKO,Female,0,No,No,30,Yes,No,general loan,Yes,Yes,No,No,No,No,Month-to-month,Yes,55.3,1530.6,No,My Credit Card is not generating a transaction history.,Credit Card,
2672-TGEFF,Female,0,Yes,Yes,37,Yes,Yes,top up loan,No,Yes,No,No,Yes,No,Month-to-month,Yes,88.8,3340.55,No,The mobile banking app does not support multiple accounts.,Mobile Banking,
4301-VVZKA,Male,0,Yes,No,16,Yes,Yes,top up loan,No,No,No,No,No,No,Month-to-month,Yes,75.4,1189.4,No,The Savings Account interest rates are very attractive.,Savings Account,
5168-MSWXT,Male,0,Yes,Yes,8,Yes,No,top up loan,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,94.75,759.55,No,The Credit Card billing process is confusing.,Credit Card,
1910-FMXJM,Female,0,Yes,No,36,Yes,No,top up loan,No,No,No,No,No,Yes,Month-to-month,No,80.4,2937.65,No,The loan approval process was straightforward and hassle-free.,Loans,
9833-TGFHX,Male,0,Yes,Yes,42,Yes,Yes,top up loan,Yes,No,No,No,Yes,Yes,One year,No,97.1,4016.75,No,The Current Account overdraft fees are exorbitant.,Current Account,
6663-JOCQO,Male,0,Yes,Yes,31,Yes,Yes,general loan,Yes,Yes,No,Yes,No,Yes,One year,Yes,75.25,2344.5,No,The Debit Card delivery is very delayed.,Debit Card,
4013-GUXND,Male,0,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,20.8,20.8,No,Can I get a Loan for a wedding?,Loans,
5575-GNVDE,Male,0,No,No,34,Yes,No,general loan,Yes,No,Yes,No,No,No,One year,No,56.95,1889.5,No,The Debit Card is not accepted at many places.,Debit Card,
5760-IFJOZ,Male,0,No,No,3,Yes,Yes,top up loan,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,107.95,313.6,No,The bank's online customer service chat is not helpful.,General,
0719-SYFRB,Female,0,No,No,12,Yes,Yes,general loan,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,61.65,713.75,Yes,The branch is always very crowded.,Branch Service,
4075-JFPGR,Female,0,Yes,No,51,Yes,No,top up loan,Yes,Yes,Yes,No,Yes,No,One year,Yes,93.5,4619.55,No,The loan interest rates are too high.,Loans,
0956-SYCWG,Female,0,No,No,13,Yes,No,No,No,No,No,No,No,No,One year,No,19.65,244.8,No,I was charged a fee for closing my Savings Account.,Savings Account,
4513-CXYIX,Female,1,Yes,No,71,Yes,Yes,top up loan,Yes,No,No,No,No,No,Two year,Yes,80.7,5676,No,The Credit Card travel benefits are very good.,Credit Card,
4322-RCYMT,Male,0,Yes,Yes,68,Yes,Yes,general loan,No,Yes,Yes,Yes,No,Yes,One year,Yes,75.8,5293.95,Yes,The branch does not have enough staff.,Branch Service,
7781-HVGMK,Female,0,Yes,Yes,72,No,No,general loan,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,65.2,4784.45,No,The ATM network is very reliable.,ATM Service,
8942-DBMHZ,Male,0,No,No,12,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,20.45,255.35,No,The online banking system is often down.,Online Banking,
2324-AALNO,Female,0,No,No,48,Yes,Yes,No,No,No,No,No,No,No,One year,No,24.55,1203.95,No,I am satisfied with the easy fund transfer from my Current Account.,Current Account,
7410-OIEDU,Male,0,No,No,10,Yes,No,top up loan,Yes,No,Yes,No,No,No,Month-to-month,Yes,79.85,887.35,No,How do I get a Savings Account statement by ATM?,Savings Account,
5543-QDCRY,Male,0,No,No,4,Yes,No,general loan,No,No,No,No,Yes,No,Month-to-month,Yes,56.4,234.85,No,The mobile banking app does not have biometric login.,Mobile Banking,
2907-ILJBN,Female,0,Yes,Yes,11,Yes,No,No,No,No,No,No,No,No,One year,No,20.6,,No,I want to open a Savings Account.,Savings Account,
4018-PPNDW,Female,0,Yes,Yes,61,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,24.1,1551.6,No,I am happy with the cashback offers on my Credit Card.,Credit Card,
3957-HHLMR,Female,0,Yes,Yes,70,Yes,Yes,general loan,Yes,No,No,No,No,Yes,One year,No,65.2,4543.15,No,How long does it take to process a loan application?,Loans,
0942-KOWSM,Female,0,Yes,Yes,30,Yes,No,general loan,No,Yes,Yes,Yes,Yes,Yes,Two year,No,80.8,2369.3,No,How do I close my Savings Account?,Savings Account,
8992-VONJD,Female,0,No,Yes,13,Yes,No,general loan,Yes,Yes,No,No,No,No,Month-to-month,Yes,56,764.55,No,How do I get a Current Account statement by email?,Current Account,
9571-EDEBV,Male,0,Yes,No,71,Yes,Yes,top up loan,No,No,Yes,No,Yes,Yes,One year,Yes,98.65,6962.85,No,The Savings Account mobile banking app is very convenient.,Savings Account,
7123-WQUHX,Male,0,No,No,38,Yes,Yes,top up loan,No,No,Yes,Yes,Yes,No,One year,No,95,3605.6,No,My Debit Card often gets blocked without reason.,Debit Cards,
6916-HIJSE,Female,0,No,No,65,Yes,No,general loan,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,84.85,5459.2,No,The process of updating my contact information was very slow.,General,
3445-HXXGF,Male,1,Yes,No,58,No,No,general loan,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,45.3,2651.2,Yes,My Current Account statements are very hard to understand.,Current Account,
0771-WLCLA,Female,0,Yes,Yes,16,Yes,Yes,top up loan,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,112.95,1882.55,No,What is the processing fee for a Loan?,Loans,
5073-WXOYN,Female,0,No,No,60,No,No,general loan,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,50.8,3027.4,Yes,The Debit Card PIN reset process is very confusing.,Debit Card,
1024-GUALD,Female,0,Yes,No,1,No,No,general loan,,No,No,No,No,No,Month-to-month,Yes,24.8,24.8,Yes,The customer support for Credit Cards is very unresponsive.,Credit Cards,
6416-JNVRK,Female,0,No,No,46,Yes,No,general loan,No,No,No,No,No,Yes,One year,No,55.65,2688.85,No,The fixed deposit renewal process is very easy.,Fixed Deposit,
1918-ZBFQJ,Female,0,No,No,13,Yes,No,top up loan,No,Yes,Yes,No,No,No,Month-to-month,Yes,79.25,1111.65,Yes,The loan documentation process is very complicated.,Loans,
4431-EDMIQ,Female,0,Yes,Yes,7,Yes,No,general loan,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,75.7,554.05,No,The loan repayment options are very flexible.,Loans,
0939-YAPAF,Female,0,No,No,35,Yes,Yes,top up loan,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,100.25,3527.6,Yes,The Savings Account minimum balance requirement is too high.,Savings Account,
6683-VLCTZ,Male,1,No,No,20,Yes,Yes,top up loan,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,98.55,1842.8,Yes,The branch is always crowded.,Branch Service,
4957-TREIR,Male,0,No,No,3,Yes,No,general loan,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,64.4,195.65,No,The mobile app does not support multiple accounts.,Mobile Banking,
3509-GWQGF,Male,1,No,No,24,Yes,No,top up loan,No,No,No,No,No,No,Month-to-month,No,70,1732.6,No,My Debit Card was not delivered on time.,Debit Cards,
9650-VBUOG,Male,0,Yes,Yes,38,Yes,Yes,No,No,No,No,No,No,No,Two year,No,25.05,963.95,No,The Savings Account opening process was very smooth and quick.,Savings Account,
6556-DBKZF,Female,0,Yes,Yes,71,Yes,No,top up loan,No,No,Yes,No,No,No,Two year,No,76.05,5436.45,No,The customer service for Savings Accounts is very prompt.,Savings Account,
9385-EHGDO,Female,0,Yes,Yes,35,Yes,No,No,No,No,No,No,No,No,Two year,Yes,19.85,739.35,No,I am happy with the rewards program on my Credit Card.,Credit Card,
9369-XFEHK,Female,1,Yes,No,33,Yes,Yes,top up loan,No,Yes,No,No,No,No,Month-to-month,Yes,80.6,2656.5,Yes,The loan processing fee is too high.,Loans,
2055-SIFSS,Female,1,Yes,No,55,Yes,Yes,general loan,No,No,No,No,No,No,Month-to-month,No,51.65,2838.55,No,My Debit Card was swallowed by the ATM.,Debit Card,
4992-LTJNE,Male,0,Yes,Yes,72,Yes,Yes,general loan,Yes,No,No,No,No,No,Two year,No,55.3,3983.6,No,The Savings Account minimum balance requirement is very low.,Savings Account,
7501-IWUNG,Female,0,Yes,Yes,61,Yes,No,general loan,No,No,Yes,Yes,Yes,Yes,Two year,Yes,73.8,4616.05,No,The Savings Account mobile banking app is very convenient.,Savings Account,
3347-YJZZE,Male,0,Yes,Yes,29,Yes,Yes,general loan,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,80.1,2211.8,No,The online application process for Credit Cards is very easy.,Credit Cards,
9442-JTWDL,Female,0,No,No,11,Yes,No,No,No,No,No,No,No,No,One year,No,20.05,237.7,No,The Current Account management is very convenient.,Current Account,
5842-POCOP,Female,0,Yes,No,5,Yes,No,top up loan,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,88.9,454.15,Yes,The mobile banking app does not support multiple accounts.,Mobile Banking,
1251-KRREG,Male,0,No,No,2,Yes,Yes,general loan,No,Yes,No,No,No,No,Month-to-month,Yes,54.4,114.1,Yes,My Debit Card often gets blocked without reason.,Debit Cards,
8168-UQWWF,Female,0,No,No,11,Yes,Yes,top up loan,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,97.85,1105.4,Yes,The Debit Card delivery is very delayed.,Debit Card,
2277-AXSDC,Female,0,No,No,32,Yes,No,No,No,No,No,No,No,No,One year,No,19.75,624.15,No,What are the benefits of the Platinum Credit Card?,Credit Cards,
4713-ZBURT,Male,0,No,Yes,45,Yes,Yes,top up loan,No,No,Yes,No,Yes,Yes,Two year,No,99.7,4634.35,No,The Current Account statements are very clear and detailed.,Current Account,
2521-NPUZR,Male,0,Yes,No,70,Yes,No,top up loan,Yes,Yes,Yes,Yes,No,Yes,Two year,No,101,7085.5,No,I am happy with the prompt service from customer support.,Customer Support,
2239-JALAW,Male,0,No,No,58,Yes,Yes,top up loan,No,Yes,Yes,No,Yes,Yes,One year,Yes,103.25,6017.65,Yes,The ATM fees are too high.,ATM Service,
6115-ZTBFQ,Female,0,Yes,No,72,No,No,general loan,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,65.5,4919.7,No,The mobile banking app does not have enough features.,Mobile Banking,
1573-LGXBA,Male,0,Yes,Yes,57,Yes,No,top up loan,No,Yes,Yes,No,Yes,Yes,One year,Yes,97.55,5598,No,The mobile banking app does not have biometric login.,Mobile Banking,
6341-JVQGF,Female,0,Yes,Yes,31,Yes,No,general loan,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,81.15,2545.75,No,How do I close my Current Account?,Current Account,
8769-KKTPH,Female,0,Yes,Yes,63,Yes,Yes,top up loan,Yes,No,No,No,Yes,Yes,One year,Yes,99.65,6311.2,No,I am happy with the fixed deposit renewal process.,Fixed Deposit,
1343-EHPYB,Male,0,Yes,No,63,Yes,Yes,top up loan,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,103.4,6603,Yes,The mobile banking app does not have biometric login.,Mobile Banking,
4443-EMBNA,Female,0,Yes,No,71,Yes,Yes,No,No,No,No,No,No,No,Two year,No,24.75,1836.9,No,The Current Account opening process was very easy.,Current Account,
6259-WJQLC,Male,1,No,No,32,Yes,Yes,top up loan,No,No,Yes,No,No,No,Month-to-month,Yes,81.1,2619.25,No,The loan approval process was straightforward and hassle-free.,Loans,
7014-ZZXAW,Female,0,Yes,No,71,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,24.25,1732.95,No,The mobile app does not support my device.,Mobile Banking,
8627-ZYGSZ,Male,0,Yes,No,47,Yes,Yes,top up loan,No,Yes,No,No,No,No,One year,Yes,78.9,3650.35,No,The online banking customer support is very helpful.,Online Banking,
3638-WEABW,Female,0,Yes,No,58,Yes,Yes,general loan,No,Yes,No,Yes,No,No,Two year,Yes,59.9,3505.1,No,The Savings Account interest rates are very attractive.,Savings Account,
9412-GHEEC,Male,0,No,No,40,Yes,Yes,top up loan,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,104.8,4131.95,Yes,The Current Account maintenance charges are too high.,Current Account,
